sentence,context,subject,verb,verb_pos,subject_number,verb_number,verb_form,verb_person,n_intervening,n_diff_intervening,distance,split_origin
"Dos millares de prostitutas , los mejores ciclistas de Alemania , miles de abogados y médicos de todo el país y varios líderes mundiales , incluido Bill Clinton , coincidirán estos días en Berlín , que deberá poner a prueba su capacidad de organización ante semejante avalancha de acontecimientos .","Dos millares de prostitutas , los mejores ciclistas de Alemania , miles de abogados y médicos de todo el país y varios líderes mundiales , incluido Bill Clinton , coincidirán",millares,coincidirán,29,Plur,Plur,Fin,3,6,1,28,train
"Diversas actividades , que van desde un congreso mundial de prostitutas hasta una prueba ciclista , dificultarán la labor de la policía de Berlín durante este fin de semana en que se reúnen en la capital 14 líderes para una cumbre de reformistas .","Diversas actividades , que van desde un congreso mundial de prostitutas hasta una prueba ciclista , dificultarán",actividades,dificultarán,16,Plur,Plur,Fin,3,3,2,15,train
"Diversas actividades , que van desde un congreso mundial de prostitutas hasta una prueba ciclista , dificultarán la labor de la policía de Berlín durante este fin de semana en que se reúnen en la capital 14 líderes para una cumbre de reformistas .","Diversas actividades , que van desde un congreso mundial de prostitutas hasta una prueba ciclista , dificultarán la labor de la policía de Berlín durante este fin de semana en que se reúnen",líderes,reúnen,32,Plur,Plur,Fin,3,0,0,5,train
"A partir de hoy , festividad de la Ascensión , Día del Padre en Alemania y Día Internacional del niño , la capital comienza a llenarse llenar se de turistas que aprovechan el "" puente "" para acudir a alguno de los múltiples acontecimientos que ofrecerá la ciudad .","A partir de hoy , festividad de la Ascensión , Día del Padre en Alemania y Día Internacional del niño , la capital comienza",capital,comienza,23,Sing,Sing,Fin,3,0,0,1,train
"Al mismo tiempo , se dan cita miles de especialistas en distintas materias : los abogados alemanes celebran su encuentro anual , otro tanto sucede con los médicos , y expertos internacionales preparan a partir del viernes la cumbre de líderes reformistas .","Al mismo tiempo , se dan",miles,dan,5,Plur,Plur,Fin,3,0,0,2,train
"Al mismo tiempo , se dan cita miles de especialistas en distintas materias : los abogados alemanes celebran su encuentro anual , otro tanto sucede con los médicos , y expertos internacionales preparan a partir del viernes la cumbre de líderes reformistas .","Al mismo tiempo , se dan cita miles de especialistas en distintas materias : los abogados alemanes celebran",abogados,celebran,17,Plur,Plur,Fin,3,0,0,2,train
"Al mismo tiempo , se dan cita miles de especialistas en distintas materias : los abogados alemanes celebran su encuentro anual , otro tanto sucede con los médicos , y expertos internacionales preparan a partir del viernes la cumbre de líderes reformistas .","Al mismo tiempo , se dan cita miles de especialistas en distintas materias : los abogados alemanes celebran su encuentro anual , otro tanto sucede",tanto,sucede,24,Sing,Sing,Fin,3,0,0,1,train
"Al mismo tiempo , se dan cita miles de especialistas en distintas materias : los abogados alemanes celebran su encuentro anual , otro tanto sucede con los médicos , y expertos internacionales preparan a partir del viernes la cumbre de líderes reformistas .","Al mismo tiempo , se dan cita miles de especialistas en distintas materias : los abogados alemanes celebran su encuentro anual , otro tanto sucede con los médicos , y expertos internacionales preparan",expertos,preparan,32,Plur,Plur,Fin,3,0,0,2,train
"En medio de todo esto , dos millares de prostitutas procedentes de 23 países celebran a partir de hoy un congreso de cinco días , centrado en llamar la atención sobre la discriminación jurídica de su profesión frente a otras .","En medio de todo esto , dos millares de prostitutas procedentes de 23 países celebran",millares,celebran,14,Plur,Plur,Fin,3,2,0,7,train
"El sábado , cuando los líderes reformistas estén en la recta final de su reunión en el Castillo de Charlottenburg , las prostitutas se apoderarán de algunas de las principales calles de ese mismo barrio .","El sábado , cuando los líderes reformistas estén en la recta final de su reunión en el Castillo de Charlottenburg , las prostitutas se apoderarán",prostitutas,apoderarán,24,Plur,Plur,Fin,3,0,0,2,train
"Los periódicos populares alemanes llevan ya varios días ofreciendo detalles sobre el recorrido que efectuará el presidente , fotos de la suite del Hotel Intercontinental en el que se alojará , cuál será el automóvil que utilizará y dónde y con quien almorzará o cenará .",Los periódicos populares alemanes llevan,periódicos,llevan,4,Plur,Plur,Fin,3,0,0,3,train
"Los periódicos populares alemanes llevan ya varios días ofreciendo detalles sobre el recorrido que efectuará el presidente , fotos de la suite del Hotel Intercontinental en el que se alojará , cuál será el automóvil que utilizará y dónde y con quien almorzará o cenará .",Los periódicos populares alemanes llevan ya varios días ofreciendo detalles sobre el recorrido que efectuará,presidente,efectuará,14,Sing,Sing,Fin,3,0,0,2,train
"Las exportaciones de vinos chilenos registraron un aumento del 23,3 por ciento en abril pasado en comparación con el mismo mes de 1999 , hasta los 164,4 millones de dólares , informaron hoy fuentes del sector .",Las exportaciones de vinos chilenos registraron,exportaciones,registraron,5,Plur,Plur,Fin,3,1,0,4,train
"Las exportaciones de vinos chilenos registraron un aumento del 23,3 por ciento en abril pasado en comparación con el mismo mes de 1999 , hasta los 164,4 millones de dólares , informaron hoy fuentes del sector .","Las exportaciones de vinos chilenos registraron un aumento del 23,3 por ciento en abril pasado en comparación con el mismo mes de 1999 , hasta los 164,4 millones de dólares , informaron",fuentes,informaron,31,Plur,Plur,Fin,3,0,0,2,train
"El volumen exportado ascendió a 74 millones de litros , un 22,17 por ciento más que el año pasado , cuando se vendieron al exterior 60.57 millones , según precisó un informe de la Asociación de Productores y Exportadores de Vinos Finos ( Chilevid ) .",El volumen exportado ascendió,volumen,ascendió,3,Sing,Sing,Fin,3,0,0,2,train
"El volumen exportado ascendió a 74 millones de litros , un 22,17 por ciento más que el año pasado , cuando se vendieron al exterior 60.57 millones , según precisó un informe de la Asociación de Productores y Exportadores de Vinos Finos ( Chilevid ) .","El volumen exportado ascendió a 74 millones de litros , un 22,17 por ciento más que el año pasado , cuando se vendieron",millones,vendieron,22,Plur,Plur,Fin,3,0,0,4,train
"El volumen exportado ascendió a 74 millones de litros , un 22,17 por ciento más que el año pasado , cuando se vendieron al exterior 60.57 millones , según precisó un informe de la Asociación de Productores y Exportadores de Vinos Finos ( Chilevid ) .","El volumen exportado ascendió a 74 millones de litros , un 22,17 por ciento más que el año pasado , cuando se vendieron al exterior 60.57 millones , según precisó",informe,precisó,29,Sing,Sing,Fin,3,0,0,2,train
"Las exportaciones totales pasaron de los 12,3 millones de dólares en 1999 a los 14,8 millones en el presente año , lo que supone una subida del 20,47 por ciento .",Las exportaciones totales pasaron,exportaciones,pasaron,3,Plur,Plur,Fin,3,0,0,2,train
"El precio medio por litro también experimentó un alza , desde 2,1 dólares a 2,2 dólares .",El precio medio por litro también experimentó,precio,experimentó,6,Sing,Sing,Fin,3,1,0,5,train
"Asimismo destacaron la subida de las exportaciones a América del Norte , que suponen un 30 por ciento , en tanto que las destinadas a América del Sur representaron un 20 , con un importante alza de las exportaciones a Brasil , que aumentaron un 180 por ciento .","Asimismo destacaron la subida de las exportaciones a América del Norte , que suponen un 30 por ciento , en tanto que las destinadas a América del Sur representaron",destinadas,representaron,28,Plur,Plur,Fin,3,0,0,5,train
"El informe agrega que Japón mantiene su ritmo de crecimiento , cercano al 50 por ciento , y que Europa presenta un nuevo incremento del 15 por ciento .",El informe agrega,informe,agrega,2,Sing,Sing,Fin,3,0,0,1,train
"Ruocco opinó que "" un corte económico del tamaño que está irritando a Argentina debe ser muy necesario para ellos "" , pero consideró que a Uruguay lo va a afectar porque ese país entrará en un período recesivo .","Ruocco opinó que "" un corte económico del tamaño que está irritando a Argentina debe ser muy necesario para ellos "" , pero consideró que a Uruguay lo va a afectar porque ese país entrará",país,entrará,34,Sing,Sing,Fin,3,0,0,1,train
"En este contexto , el volumen de las exportaciones que Uruguay vende a Argentina se verá disminuido , señaló .","En este contexto , el volumen de las exportaciones que Uruguay vende a Argentina se verá",volumen,verá,15,Sing,Sing,Fin,3,1,1,10,train
"Posteriormente , en opinión de Ruocco , "" vendrá la necesidad de vender , porque las empresas de Argentina van a salir a competir duramente con las uruguayas en los otros mercados internacionales "" .","Posteriormente , en opinión de Ruocco , "" vendrá",necesidad,vendrá,8,Sing,Sing,Fin,3,0,0,2,train
"El presidente argentino anunció el pasado lunes un nuevo paquete de medidas destinadas a bajar el gasto público , que implica una reducción de entre el 12 y el 15 por ciento de los salarios de los empleados públicos .",El presidente argentino anunció,presidente,anunció,3,Sing,Sing,Fin,3,0,0,2,train
"Sin embargo , el presidente de la CIU dijo que compartía algunas de las medidas adoptadas por el presidente Jorge Batlle , como el recorte del gasto público y las desregulaciones , pero advirtió de que el año 2000 "" no muestra mejorías y la industria nacional peligra "" .","Sin embargo , el presidente de la CIU dijo",presidente,dijo,8,Sing,Sing,Fin,3,0,0,4,train
"Sin embargo , el presidente de la CIU dijo que compartía algunas de las medidas adoptadas por el presidente Jorge Batlle , como el recorte del gasto público y las desregulaciones , pero advirtió de que el año 2000 "" no muestra mejorías y la industria nacional peligra "" .","Sin embargo , el presidente de la CIU dijo que compartía algunas de las medidas adoptadas por el presidente Jorge Batlle , como el recorte del gasto público y las desregulaciones , pero advirtió de que el año 2000 "" no muestra mejorías y la industria nacional peligra",industria,peligra,47,Sing,Sing,Fin,3,0,0,2,train
En la asamblea también se criticó la elevada cifra de exportaciones brasileñas de contrabando que llegan a Uruguay por las grandes diferencias de precios .,En la asamblea también se criticó,cifra,criticó,5,Sing,Sing,Fin,3,0,0,3,train
Las exportaciones de Uruguay a Brasil se redujeron en un 40 por ciento durante 1999 .,Las exportaciones de Uruguay a Brasil se redujeron,exportaciones,redujeron,7,Plur,Plur,Fin,3,0,0,6,train
"El Producto Interior Bruto ( PIB ) de Uruguay cayó un 3,4 por ciento durante el año pasado y el déficit fiscal subió del 1,9 al 3,9 por ciento , como consecuencia de la crisis brasileña .","El Producto Interior Bruto ( PIB ) de Uruguay cayó un 3,4 por ciento durante el año pasado y el déficit fiscal subió",déficit,subió,22,Sing,Sing,Fin,3,0,0,2,train
"La representante de Perú ante la Organización de Estados Americanos ( OEA ) , Beatriz Ramacciotti , aseguró hoy que en la reunión del Consejo Permanente prevaleció el "" principio de no intervención "" ante la crisis electoral peruana .","La representante de Perú ante la Organización de Estados Americanos ( OEA ) , Beatriz Ramacciotti , aseguró",representante,aseguró,17,Sing,Sing,Fin,3,0,0,16,train
"La representante de Perú ante la Organización de Estados Americanos ( OEA ) , Beatriz Ramacciotti , aseguró hoy que en la reunión del Consejo Permanente prevaleció el "" principio de no intervención "" ante la crisis electoral peruana .","La representante de Perú ante la Organización de Estados Americanos ( OEA ) , Beatriz Ramacciotti , aseguró hoy que en la reunión del Consejo Permanente prevaleció",principio,prevaleció,26,Sing,Sing,Fin,3,0,0,3,train
"La representante manifestó su seguridad de que las relaciones con Estados Unidos y el resto de países americanos continuarán en el marco de amistad y cooperación "" porque hay intereses comunes "" .",La representante manifestó,representante,manifestó,2,Sing,Sing,Fin,3,0,0,1,train
